epoch,accuracy,learning_rate,loss,val_accuracy,val_loss
0,0.7314687371253967,0.0010000000474974513,0.8310641646385193,0.8716549873352051,0.42741018533706665
1,0.8235989212989807,0.0010000000474974513,0.5275416374206543,0.8869836330413818,0.3526553809642792
2,0.8399282693862915,0.0010000000474974513,0.4795224964618683,0.8944661021232605,0.3261278569698334
